month,categoryname,total_sales,total_units,total_discount,sales_variation,rotation_rate,promo_intensity
2013-07-01 00:00:00-05:00,Bebidas,3438.0,272,0.75,,0.07911576497963932,0.0002181500872600349
2013-07-01 00:00:00-05:00,Comida,2177.8,139,0.55,,0.06382587932776196,0.0002525484433832308
2013-07-01 00:00:00-05:00,Electrónicos,6261.0,245,0.55,,0.03913112921258585,8.78453921098866e-05
2013-07-01 00:00:00-05:00,Otros,1273.6,83,0.1,,0.06516959798994976,7.851758793969851e-05
2013-07-01 00:00:00-05:00,Ropa,7385.6,304,0.55,,0.04116117850953206,7.446923743500867e-05
2013-08-01 00:00:00-05:00,Bebidas,5036.4,347,0.55,0.4649214659685863,0.06889841950599636,0.00010920498768961959
2013-08-01 00:00:00-05:00,Comida,2333.8,154,0.1,0.07163192212324354,0.0659868026394721,4.284857314251435e-05
2013-08-01 00:00:00-05:00,Electrónicos,5224.8,170,0.5,-0.16550071873502636,0.032537130607870154,9.5697442964324e-05
2013-08-01 00:00:00-05:00,Otros,270.6,11,0.0,-0.7875314070351759,0.04065040650406504,0.0
2013-08-01 00:00:00-05:00,Ropa,4918.4,250,0.35,-0.3340554592720971,0.05082953806115811,7.116135328562134e-05
2013-09-01 00:00:00-05:00,Bebidas,5131.6,285,0.1,0.01890239059645804,0.05553823368929768,1.948709954010445e-05
2013-09-01 00:00:00-05:00,Comida,1864.0,110,0.1,-0.20130259662353245,0.059012875536480686,5.36480686695279e-05
2013-09-01 00:00:00-05:00,Electrónicos,6450.5,248,0.2,0.23459271168274376,0.038446632044027595,3.10053484226029e-05
2013-09-01 00:00:00-05:00,Otros,819.2,32,0.0,2.0273466371027347,0.0390625,0.0
2013-09-01 00:00:00-05:00,Ropa,4290.0,140,0.35,-0.127765126870527,0.03263403263403263,8.158508158508159e-05
2013-10-01 00:00:00-05:00,Bebidas,8793.2,301,0.85,0.7135396367604645,0.03423099667925215,9.666560524041304e-05
2013-10-01 00:00:00-05:00,Comida,4577.2,183,0.25,1.4555793991416306,0.03998077427248099,5.461854408808879e-05
2013-10-01 00:00:00-05:00,Electrónicos,3797.1,187,0.7,-0.4113479575226727,0.049248110400042136,0.00018435121540122723
2013-10-01 00:00:00-05:00,Otros,2501.2,156,0.25,2.0532226562499996,0.062370062370062374,9.995202302894611e-05
2013-10-01 00:00:00-05:00,Ropa,8117.6,367,1.35,0.8922144522144524,0.04521040701685227,0.0001663053119148517
2013-11-01 00:00:00-06:00,Bebidas,19712.0,332,0.9,1.241732247645908,0.016842532467532468,4.5657467532467534e-05
2013-11-01 00:00:00-06:00,Comida,6918.3,294,0.35,0.5114698942584988,0.04249598889900698,5.059046297500831e-05
2013-11-01 00:00:00-06:00,Electrónicos,3227.8,267,0.25,-0.14993020989702666,0.08271887973232542,7.745213458082904e-05
2013-11-01 00:00:00-06:00,Otros,2599.8,139,0.1,0.039421077882616506,0.05346565120393876,3.8464497269020696e-05
2013-11-01 00:00:00-06:00,Ropa,7738.8,372,0.7,-0.046664038632107996,0.048069468134594506,9.045330025326924e-05
2013-12-01 00:00:00-06:00,Bebidas,11768.0,305,0.9,-0.4030032467532467,0.025917743031951053,7.647858599592115e-05
2013-12-01 00:00:00-06:00,Comida,1587.2,82,0.2,-0.7705794776173337,0.0516633064516129,0.00012600806451612903
2013-12-01 00:00:00-06:00,Electrónicos,6550.4,240,1.1,1.02936984943305,0.03663898387884709,0.00016792867611138253
2013-12-01 00:00:00-06:00,Otros,2353.2,128,0.45,-0.09485345026540515,0.05439401665816761,0.0001912289648138705
2013-12-01 00:00:00-06:00,Ropa,12165.4,653,1.25,0.5720008270016022,0.05367682114850313,0.00010275042333174413
2014-01-01 00:00:00-06:00,Bebidas,24224.4,330,0.75,1.0584976206662136,0.013622628424233417,3.096051914598504e-05
2014-01-01 00:00:00-06:00,Comida,5698.8,271,0.6,2.5904737903225805,0.04755387099038394,0.0001052853232259423
2014-01-01 00:00:00-06:00,Electrónicos,9582.3,623,1.4,0.46285723009281865,0.06501570604134707,0.00014610271020527432
2014-01-01 00:00:00-06:00,Otros,4570.2,232,0.05,0.9421213666496686,0.05076364272898341,1.0940440243315392e-05
2014-01-01 00:00:00-06:00,Ropa,9872.0,448,0.5,-0.1885182566952176,0.04538087520259319,5.06482982171799e-05
2014-02-01 00:00:00-06:00,Bebidas,3090.4,220,1.05,-0.8724261488416638,0.07118819570282164,0.0003397618431271033
2014-02-01 00:00:00-06:00,Comida,6618.4,393,0.4,0.16136730539762745,0.05937991055239938,6.0437567992264e-05
2014-02-01 00:00:00-06:00,Electrónicos,7413.5,425,1.55,-0.22633396992371346,0.05732784784514736,0.0002090780333175963
2014-02-01 00:00:00-06:00,Otros,5043.4,216,0.6,0.10354032646273681,0.042828250783201814,0.00011896736328667169
2014-02-01 00:00:00-06:00,Ropa,5616.0,248,0.5,-0.43111831442463533,0.04415954415954416,8.903133903133904e-05
2014-03-01 00:00:00-06:00,Bebidas,11027.2,471,0.85,2.568211234791613,0.04271256529309344,7.70821242019733e-05
2014-03-01 00:00:00-06:00,Comida,1905.9,150,0.95,-0.7120300979088601,0.07870297497245396,0.0004984521748255417
2014-03-01 00:00:00-06:00,Electrónicos,3324.9,265,0.4,-0.551507385175693,0.07970164516226051,0.0001203043700562423
2014-03-01 00:00:00-06:00,Otros,3350.0,174,0.2,-0.33576555498274974,0.051940298507462686,5.9701492537313435e-05
2014-03-01 00:00:00-06:00,Ropa,9844.4,311,0.4,0.7529202279202278,0.031591564747470643,4.063223761732559e-05
2014-04-01 00:00:00-06:00,Bebidas,7377.5,268,0.7,-0.33097250435287295,0.03632666892578787,9.488309047780413e-05
2014-04-01 00:00:00-06:00,Comida,5903.0,259,0.75,2.0972244084159715,0.04387599525664916,0.00012705404031848212
2014-04-01 00:00:00-06:00,Electrónicos,11714.65,394,0.65,2.5233089716983965,0.03363310043407187,5.548607939631146e-05
2014-04-01 00:00:00-06:00,Otros,6555.6,240,0.05,0.9568955223880597,0.036609921288669224,7.627066935139423e-06
2014-04-01 00:00:00-06:00,Ropa,6647.0,231,0.85,-0.32479379139409204,0.034752519933804724,0.0001278772378516624
2014-05-01 00:00:00-05:00,Bebidas,15654.0,322,0.75,1.1218569976279227,0.02056982240960777,4.7911077041011885e-05
2014-05-01 00:00:00-05:00,Comida,5728.8,300,0.4,-0.029510418431306085,0.05236698785085882,6.982265046781176e-05
2014-05-01 00:00:00-05:00,Electrónicos,7997.5,291,0.45,-0.31730781542769093,0.036386370740856516,5.626758361988121e-05
2014-05-01 00:00:00-05:00,Otros,2551.5,149,0.45,-0.6107907742998353,0.05839702135998432,0.0001763668430335097
2014-05-01 00:00:00-05:00,Ropa,11491.5,494,1.5,0.728825033849857,0.04298829569681939,0.00013053126223730585
2014-06-01 00:00:00-05:00,Bebidas,3602.0,313,0.6,-0.7698990673310336,0.08689616879511383,0.00016657412548584118
2014-06-01 00:00:00-05:00,Comida,1886.85,95,0.05,-0.6706378299120235,0.05034846437183666,2.6499191774650876e-05
2014-06-01 00:00:00-05:00,Electrónicos,2494.4,107,0.65,-0.6881025320412628,0.04289608723540731,0.00026058370750481075
2014-06-01 00:00:00-05:00,Otros,6882.5,292,0.5,1.697432882618068,0.04242644387940429,7.264802034144569e-05
2014-06-01 00:00:00-05:00,Ropa,9507.7,405,1.4,-0.17263194535091153,0.04259705291500573,0.00014724907180495807
2014-07-01 00:00:00-05:00,Bebidas,8343.5,327,1.05,1.31635202665186,0.03919218553364895,0.00012584646730988194
2014-07-01 00:00:00-05:00,Comida,6798.7,300,1.2,2.603201102366378,0.044126082927618514,0.00017650433171047405
2014-07-01 00:00:00-05:00,Electrónicos,6968.03,210,0.65,1.7934693713919176,0.03013764292059592,9.32831804685112e-05
2014-07-01 00:00:00-05:00,Otros,4780.0,243,0.55,-0.3054849255357791,0.05083682008368201,0.00011506276150627616
2014-07-01 00:00:00-05:00,Ropa,13570.1,374,0.8,0.42727473521461534,0.02756059277381891,5.895313962314206e-05
2014-08-01 00:00:00-05:00,Bebidas,6154.0,334,1.15,-0.2624198477857015,0.054273643158921026,0.00018687032824179394
2014-08-01 00:00:00-05:00,Comida,4501.8,206,0.65,-0.3378439995881565,0.0457594739881825,0.00014438668976853703
2014-08-01 00:00:00-05:00,Electrónicos,8025.3,335,0.95,0.15173155109837366,0.04174298780107909,0.00011837563704783621
2014-08-01 00:00:00-05:00,Otros,5529.25,204,0.05,0.15674686192468612,0.03689469638739431,9.04281774200841e-06
2014-08-01 00:00:00-05:00,Ropa,7375.5,256,0.7,-0.45648889838689477,0.03470951121957833,9.49088197410345e-05
2014-09-01 00:00:00-05:00,Bebidas,6198.75,174,0.45,0.007271693207669738,0.028070175438596492,7.259528130671507e-05
2014-09-01 00:00:00-05:00,Comida,3748.9,222,0.4,-0.1672442134257408,0.05921737042865907,0.00010669796473632266
2014-09-01 00:00:00-05:00,Electrónicos,7192.5,371,1.05,-0.10377182161414533,0.05158150851581508,0.00014598540145985403
2014-09-01 00:00:00-05:00,Otros,5755.75,262,0.8,0.04096396437129801,0.045519697693610736,0.00013899144333926944
2014-09-01 00:00:00-05:00,Ropa,12054.0,435,1.1,0.6343298759406142,0.03608760577401692,9.125601460096235e-05
2014-10-01 00:00:00-05:00,Bebidas,9043.0,491,1.75,0.4588425085702763,0.05429614066128497,0.00019351984960743116
2014-10-01 00:00:00-05:00,Comida,6780.45,270,0.35,0.8086505374909974,0.03982036590491782,5.161899283970828e-05
2014-10-01 00:00:00-05:00,Electrónicos,8051.55,390,0.75,0.11943691345151208,0.04843787842092516,9.314976619408685e-05
2014-10-01 00:00:00-05:00,Otros,3392.0,112,0.5,-0.4106762802414976,0.0330188679245283,0.00014740566037735848
2014-10-01 00:00:00-05:00,Ropa,13745.0,422,0.7,0.14028538244566113,0.030702073481265916,5.0927610040014545e-05
2014-11-01 00:00:00-06:00,Bebidas,4034.0,248,0.4,-0.5539091009620701,0.06147744174516609,9.91571641051066e-05
2014-11-01 00:00:00-06:00,Comida,3854.8,172,0.25,-0.4314831611471215,0.04461969492580679,6.485420774099823e-05
2014-11-01 00:00:00-06:00,Electrónicos,5271.16,255,0.75,-0.3453235712378362,0.048376448447779996,0.00014228367190523527
2014-11-01 00:00:00-06:00,Otros,6266.0,310,0.75,0.8472877358490567,0.04947334822853495,0.00011969358442387488
2014-11-01 00:00:00-06:00,Ropa,13597.1,344,0.7,-0.010760276464168772,0.02529951239602562,5.148156592214516e-05
2014-12-01 00:00:00-06:00,Bebidas,11675.25,498,1.4,1.8942117005453643,0.04265433288366416,0.00011991177919102374
2014-12-01 00:00:00-06:00,Comida,6252.6,257,0.4,0.6220296772854623,0.04110290119310367,6.397338707097848e-05
2014-12-01 00:00:00-06:00,Electrónicos,9191.98,471,1.25,0.7438248886393128,0.05124032036623231,0.00013598811137535113
2014-12-01 00:00:00-06:00,Otros,5810.75,202,0.85,-0.07265400574529202,0.034763154498128467,0.00014628060061093662
2014-12-01 00:00:00-06:00,Ropa,10590.5,406,1.25,-0.22112068014503095,0.038336244747651196,0.00011803031018365516
2015-01-01 00:00:00-06:00,Bebidas,28558.0,622,2.0,1.446028992955183,0.02178023671125429,7.003291547027102e-05
2015-01-01 00:00:00-06:00,Comida,5000.45,269,0.8,-0.2002606915523143,0.053795158435740786,0.00015998560129588339
2015-01-01 00:00:00-06:00,Electrónicos,12387.75,483,1.95,0.34766938135200465,0.038990131379790516,0.0001574135738935642
2015-01-01 00:00:00-06:00,Otros,12573.75,544,0.65,1.1638772963903112,0.04326473804553137,5.16949995029327e-05
2015-01-01 00:00:00-06:00,Ropa,19448.0,622,1.2,0.8363627779613805,0.031982723159193746,6.170300287947346e-05
2015-02-01 00:00:00-06:00,Bebidas,35869.5,834,1.45,0.2560228307304433,0.023250951365366118,4.042431592299865e-05
2015-02-01 00:00:00-06:00,Comida,6727.2,289,0.6,0.3453189212970833,0.04295992389106909,8.919015340706386e-05
2015-02-01 00:00:00-06:00,Electrónicos,10026.15,432,0.95,-0.1906399467215596,0.04308732664083422,9.475222293701969e-05
2015-02-01 00:00:00-06:00,Otros,4127.75,211,0.35,-0.6717168704642609,0.05111743686027497,8.479195687723335e-05
2015-02-01 00:00:00-06:00,Ropa,11277.0,446,0.6,-0.4201460304401481,0.039549525583045135,5.320563979781857e-05
2015-03-01 00:00:00-06:00,Bebidas,28729.25,925,2.15,-0.1990618770822008,0.03219715098723427,7.483662121357154e-05
2015-03-01 00:00:00-06:00,Comida,11018.3,378,0.6,0.6378731121417529,0.03430656271838669,5.445486145775664e-05
2015-03-01 00:00:00-06:00,Electrónicos,24302.85,880,1.4,1.4239463802157357,0.03620974494760903,5.760641241665072e-05
2015-03-01 00:00:00-06:00,Otros,3510.5,189,1.0,-0.1495366725213494,0.053838484546360914,0.0002848597065945022
2015-03-01 00:00:00-06:00,Ropa,14990.8,581,1.9,0.32932517513523085,0.03875710435733917,0.0001267444032339835
2015-04-01 00:00:00-06:00,Bebidas,24470.0,1092,3.45,-0.1482548273971649,0.044626072742133226,0.00014098896608091542
2015-04-01 00:00:00-06:00,Comida,10737.5,446,0.9,-0.02548487516223008,0.041536670547147846,8.381839348079163e-05
2015-04-01 00:00:00-06:00,Electrónicos,9183.53,438,0.4,-0.6221212738423683,0.047694078420825105,4.355623600075352e-05
2015-04-01 00:00:00-06:00,Otros,5789.25,297,0.6,0.6491240564022218,0.05130198212203654,0.00010364036792330612
2015-04-01 00:00:00-06:00,Ropa,36452.1,1005,0.8,1.4316314005923632,0.027570428041182815,2.1946609386016172e-05
2015-05-01 00:00:00-05:00,Bebidas,4597.0,221,1.0,-0.8121373109930528,0.048074831411790295,0.00021753317380900588
2015-05-01 00:00:00-05:00,Comida,1074.0,59,0.52,-0.899976717112922,0.05493482309124767,0.000484171322160149
2015-05-01 00:00:00-05:00,Electrónicos,2459.45,179,0.52,-0.7321890384198669,0.07278049970521865,0.0002114293846185123
2015-05-01 00:00:00-05:00,Otros,4421.0,136,0.03,-0.23634322235177263,0.03076227097941642,6.785795068988917e-06
2015-05-01 00:00:00-05:00,Ropa,636.0,35,0.11,-0.9825524455381172,0.055031446540880505,0.0001729559748427673
